date,price,pred
2022-07-29,134.949997,128.26532269818114
2022-08-01,135.389999,136.00291550567624
2022-08-02,134.160004,133.97498551504515
2022-08-03,139.520004,139.14355760369872
2022-08-04,142.570007,140.9840263639221
2022-08-05,140.800003,137.674646483675
2022-08-08,139.410004,140.33572320326994
2022-08-09,137.830002,141.48509607896042
2022-08-10,142.690002,140.25608261965894
2022-08-11,140.639999,142.9218964610901
2022-08-12,143.550003,144.4442176008301
2022-08-15,143.179993,145.95890599523926
2022-08-16,144.779999,145.48907170635985
2022-08-17,142.100006,143.67320772613144
2022-08-18,142.300003,143.2323444863739
2022-08-19,138.229996,140.26544938291931
2022-08-22,133.220001,134.70375450952147
2022-08-23,133.619995,133.1001968125
2022-08-24,133.800003,133.83626601150513
2022-08-25,137.279999,133.78604415109635
2022-08-26,130.75,133.75870211669158
2022-08-29,129.789993,132.22245408398436
2022-08-30,128.729996,128.95623561790467
2022-08-31,126.769997,125.42242246081543
2022-09-01,127.82,124.80142792700195
2022-09-02,127.510002,127.34565566299818
2022-09-06,126.110001,125.18789382865906
2022-09-07,129.479996,127.01786842733621
2022-09-08,129.820007,130.82381960664367
2022-09-09,133.270004,131.20063119207765
2022-09-12,136.449997,135.12013532366942
2022-09-13,126.82,132.151559560431
2022-09-14,128.550003,126.87791627612305
2022-09-15,126.279999,128.92779255731202
2022-09-16,123.529999,123.52141011987305
2022-09-19,124.660004,122.36011975492858
2022-09-20,122.190002,125.41625815937043
2022-09-21,118.540001,117.93159731729126
2022-09-22,117.309998,120.2073534039154
2022-09-23,113.779999,116.18250666687013
2022-09-26,115.150002,112.99184473037721
2022-09-27,114.410004,114.45839590549468
2022-09-28,118.010002,115.82352937358094
2022-09-29,114.800003,115.88352827788162
2022-09-30,113.0,114.26688257559204
2022-10-03,115.879997,113.18034688405609
2022-10-04,121.089996,118.16557825497436
2022-10-05,120.949997,118.31800015585327
2022-10-06,120.300003,120.0849538884735
2022-10-07,114.559998,119.17897355674934
2022-10-10,113.669998,114.89712240899658
2022-10-11,112.209999,111.9768105234375
2022-10-12,112.900002,112.08468226023865
2022-10-13,112.529999,111.33823935849
2022-10-14,106.900002,109.44821607180785
2022-10-17,113.790001,111.74925145796584
2022-10-18,116.360001,115.5913351331482
2022-10-19,115.07,113.97533851283265
2022-10-20,115.25,115.2520035062561
2022-10-21,119.32,118.99807067326356
2022-10-24,119.82,117.15863473381424
2022-10-25,120.599998,119.7547271156311
2022-10-26,115.660004,120.46881178446961
2022-10-27,110.959999,114.32882702282716
2022-10-28,103.410004,105.10575773443603
2022-10-31,102.440002,103.30433180877685
2022-11-01,96.790001,96.93652347497559
2022-11-02,92.120003,91.85030076300049
2022-11-03,89.300003,90.16920286315919
2022-11-04,90.980003,90.52617546014405
2022-11-07,90.529999,88.82339094299317
2022-11-08,89.980003,89.58034159388734
2022-11-09,86.139999,88.96960268702699
2022-11-10,96.629997,91.92856742723083
2022-11-11,100.790001,99.04331759997558
2022-11-14,98.489998,97.5197098350525
2022-11-15,98.940002,100.780311955719
2022-11-16,97.120003,99.1723844117756
2022-11-17,94.849998,92.5842390142212
2022-11-18,94.139999,93.90687476362609
2022-11-21,92.459999,93.34904310635375
2022-11-22,93.199997,91.27120000634766
2022-11-23,94.129997,93.39027132033539
2022-11-25,93.410004,94.98513586315917
2022-11-28,93.949997,93.33093478334474
2022-11-29,92.419998,93.9149772398758
2022-11-30,96.540001,93.18843459265138
2022-12-01,95.5,95.38425667762758
2022-12-02,94.129997,93.74079059736634
2022-12-05,91.010002,92.31035677091981
2022-12-06,88.25,89.1749786567688
2022-12-07,88.459999,85.9765714624939
2022-12-08,90.349998,88.83255767890167
2022-12-09,89.089996,88.67757100377654
2022-12-12,90.550003,88.71997778057288
2022-12-13,92.489998,93.23381853239441
2022-12-14,91.580002,91.67108398368836
2022-12-15,88.449997,89.27307317529296
2022-12-16,87.860001,87.89435942649841
2022-12-19,84.919998,85.5254628140564
2022-12-20,85.190002,82.65916358538819
2022-12-21,86.769997,86.55426348247481
2022-12-22,83.790001,85.60418674775315
2022-12-23,85.25,83.43617590018464
2022-12-27,83.040001,85.57886004447937
2022-12-28,81.82,81.42238796983338
2022-12-29,84.18,81.4213136427765
2022-12-30,84.0,83.85840948547745
2023-01-03,85.82,82.92430903639222
2023-01-04,85.139999,85.89819748878479
2023-01-05,83.120003,84.64720218573189
2023-01-06,86.080002,82.91066746166992
2023-01-09,87.360001,86.74614461763
2023-01-10,89.870003,87.71683560440063
2023-01-11,95.089996,92.71775844506836
2023-01-12,95.269997,96.93869221142577
2023-01-13,98.120003,96.39632718426513
2023-01-17,96.050003,98.9220429781494
2023-01-18,95.459999,96.29717528377152
2023-01-19,93.68,94.20455491474914
2023-01-20,97.25,95.73599245169878
2023-01-23,97.519997,97.37089527539062
2023-01-24,96.32,96.70212303774261
2023-01-25,97.18,98.70852646214294
2023-01-26,99.220001,99.91755375248718
2023-01-27,102.239998,100.60626176425171
2023-01-30,100.550003,101.72198221955873
2023-01-31,103.129997,102.13076198986816
2023-02-01,105.150002,105.36753644738769
2023-02-02,112.910004,108.9014159011841
2023-02-03,103.389999,109.22653568540956
2023-02-06,102.18,105.88437194875526
2023-02-07,102.110001,104.47673037597656
2023-02-08,100.050003,101.41841317041016
2023-02-09,98.239998,95.36400499957276
2023-02-10,97.610001,99.84337018183518
2023-02-13,99.540001,99.99425078170968
2023-02-14,99.699997,98.99947031396104
2023-02-15,101.160004,102.162245677536
2023-02-16,98.150002,100.76045391696168
2023-02-17,97.199997,97.28652691705324
