1664632800000,19331.95000000,19346.53000000,19288.00000000,19321.72000000,7093.79878000
1664636400000,19321.70000000,19363.72000000,19304.40000000,19330.95000000,5174.76131000
1664640000000,19332.42000000,19353.81000000,19244.29000000,19291.16000000,9042.96834000
1664643600000,19291.72000000,19317.06000000,19245.42000000,19277.70000000,6464.85381000
1664647200000,19276.83000000,19310.00000000,19206.63000000,19298.73000000,6637.53778000
1664650800000,19298.73000000,19328.00000000,19212.95000000,19266.15000000,6791.17077000
1664654400000,19266.15000000,19281.40000000,19200.00000000,19250.25000000,5947.67830000
1664658000000,19250.95000000,19319.87000000,19244.58000000,19288.42000000,2764.17013000
1664661600000,19288.42000000,19338.94000000,19270.00000000,19324.28000000,5516.10869000
1664665200000,19325.32000000,19342.63000000,19288.58000000,19310.95000000,4408.13569000
1664668800000,19312.24000000,19327.28000000,19236.00000000,19277.97000000,6865.86884000
1664672400000,19278.09000000,19312.70000000,19256.04000000,19308.10000000,5791.37898000
1664676000000,19308.10000000,19345.88000000,19301.16000000,19318.36000000,5445.42583000
1664679600000,19318.36000000,19332.36000000,19282.05000000,19310.83000000,5404.34505000
1664683200000,19310.36000000,19337.96000000,19293.79000000,19333.97000000,5248.45831000
1664686800000,19333.96000000,19395.91000000,19298.00000000,19330.58000000,8555.84825000
1664690400000,19330.58000000,19383.61000000,19265.40000000,19278.81000000,8597.45238000
1664694000000,19279.97000000,19310.00000000,19227.73000000,19285.26000000,7587.59017000
1664697600000,19284.93000000,19300.55000000,19251.75000000,19283.34000000,6221.10155000
1664701200000,19283.34000000,19293.83000000,19221.61000000,19261.57000000,6391.96535000
1664704800000,19262.28000000,19265.00000000,19036.00000000,19101.05000000,15914.62642000
1664708400000,19100.64000000,19269.00000000,19078.33000000,19192.43000000,10677.49064000
1664712000000,19193.05000000,19247.00000000,19134.84000000,19159.33000000,8565.77126000
1664715600000,19159.34000000,19199.00000000,19127.52000000,19162.56000000,6607.30471000
1664719200000,19161.64000000,19182.89000000,19070.00000000,19104.63000000,8221.22664000
1664722800000,19104.61000000,19159.75000000,19100.02000000,19143.94000000,6594.05558000
1664726400000,19143.97000000,19235.38000000,19129.97000000,19201.43000000,8227.28689000
1664730000000,19201.72000000,19224.24000000,19166.11000000,19196.21000000,4764.70351000
1664733600000,19197.18000000,19222.18000000,19142.64000000,19218.75000000,5706.46214000
1664737200000,19219.59000000,19341.58000000,19218.75000000,19260.63000000,9858.41577000
1664740800000,19260.63000000,19277.77000000,19225.28000000,19231.58000000,4310.63687000
1664744400000,19232.19000000,19239.00000000,19103.09000000,19196.55000000,6712.57415000
1664748000000,19196.55000000,19304.06000000,19136.55000000,19170.64000000,17790.65341000
1664751600000,19170.64000000,19182.21000000,18920.35000000,19056.80000000,26751.82762000
1664755200000,19057.74000000,19129.00000000,18959.68000000,19091.24000000,15658.25952000
1664758800000,19091.99000000,19258.96000000,19088.61000000,19223.25000000,14889.84237000
1664762400000,19223.25000000,19241.17000000,19127.17000000,19139.19000000,12328.75791000
1664766000000,19138.61000000,19212.32000000,19138.61000000,19168.29000000,8505.71580000
1664769600000,19168.35000000,19177.05000000,19089.23000000,19094.93000000,8499.90473000
1664773200000,19095.45000000,19291.69000000,19059.68000000,19244.02000000,11375.74304000
1664776800000,19244.02000000,19315.00000000,19156.00000000,19196.38000000,12030.10293000
1664780400000,19197.03000000,19240.00000000,19147.68000000,19197.73000000,11874.88160000
1664784000000,19197.73000000,19225.27000000,19160.00000000,19195.29000000,8227.70873000
1664787600000,19195.87000000,19197.99000000,19122.67000000,19178.50000000,8009.17461000
1664791200000,19178.50000000,19235.78000000,19131.00000000,19232.66000000,9037.58885000
1664794800000,19232.30000000,19255.30000000,19181.37000000,19245.41000000,10836.94078000
1664798400000,19246.81000000,19281.00000000,19189.47000000,19253.62000000,11114.78831000
1664802000000,19252.60000000,19340.00000000,19134.23000000,19176.46000000,18990.68314000
1664805600000,19176.46000000,19489.43000000,19174.77000000,19416.25000000,22480.14880000
1664809200000,19416.25000000,19498.00000000,19321.60000000,19335.92000000,17520.54070000
1664812800000,19336.75000000,19419.99000000,19310.00000000,19409.62000000,13024.02828000
1664816400000,19410.78000000,19598.00000000,19407.87000000,19547.00000000,15646.32612000
1664820000000,19547.00000000,19650.00000000,19541.18000000,19611.65000000,14194.98046000
1664823600000,19613.00000000,19631.43000000,19431.06000000,19541.38000000,16265.07438000
1664827200000,19543.31000000,19606.55000000,19508.83000000,19592.43000000,8544.07246000
1664830800000,19592.43000000,19599.30000000,19525.00000000,19553.72000000,4431.12898000
1664834400000,19555.17000000,19604.99000000,19512.12000000,19519.02000000,7134.58275000
1664838000000,19518.80000000,19719.10000000,19518.23000000,19629.08000000,12964.77687000
1664841600000,19629.08000000,19722.60000000,19528.97000000,19562.41000000,11460.82003000
1664845200000,19562.41000000,19582.78000000,19501.11000000,19505.43000000,6655.96860000
1664848800000,19505.43000000,19556.60000000,19490.60000000,19543.26000000,6621.70664000
1664852400000,19543.26000000,19632.62000000,19536.72000000,19598.27000000,8458.80329000
1664856000000,19598.27000000,19647.42000000,19554.00000000,19592.98000000,8156.45021000
1664859600000,19593.07000000,19667.60000000,19582.16000000,19611.12000000,8423.30917000
1664863200000,19610.39000000,19870.00000000,19598.23000000,19840.96000000,16587.98548000
1664866800000,19839.67000000,19975.43000000,19835.04000000,19968.01000000,18080.01502000
1664870400000,19967.69000000,20152.00000000,19853.06000000,19884.29000000,25738.93938000
1664874000000,19885.12000000,19987.17000000,19808.00000000,19938.30000000,15012.27081000
1664877600000,19938.29000000,20050.00000000,19893.24000000,19961.05000000,12570.51490000
1664881200000,19961.62000000,19977.50000000,19867.55000000,19939.00000000,10688.35060000
1664884800000,19939.00000000,19988.00000000,19905.30000000,19979.65000000,11239.38410000
1664888400000,19979.65000000,20155.00000000,19950.00000000,20099.13000000,20656.99513000
1664892000000,20098.56000000,20270.00000000,20035.29000000,20108.32000000,23960.79051000
1664895600000,20108.32000000,20126.66000000,20046.15000000,20099.70000000,13331.17722000
1664899200000,20099.71000000,20116.18000000,19950.00000000,19992.69000000,17777.28321000
1664902800000,19992.69000000,20040.40000000,19872.02000000,20025.79000000,16058.77710000
1664906400000,20025.79000000,20170.00000000,20018.00000000,20126.97000000,13095.62203000
1664910000000,20125.21000000,20272.98000000,20041.50000000,20220.09000000,15378.81273000
1664913600000,20220.09000000,20475.00000000,20139.51000000,20326.40000000,20558.08849000
1664917200000,20326.40000000,20402.55000000,20256.91000000,20287.47000000,7650.76884000
1664920800000,20288.70000000,20332.14000000,20234.17000000,20299.60000000,8913.44040000
1664924400000,20300.66000000,20384.85000000,20270.62000000,20337.82000000,9935.72738000
1664928000000,20337.82000000,20365.60000000,20142.95000000,20181.95000000,13861.29955000
1664931600000,20181.95000000,20278.86000000,20174.25000000,20213.19000000,9420.74769000
1664935200000,20214.38000000,20250.00000000,20182.95000000,20191.73000000,6833.92271000
1664938800000,20191.12000000,20235.40000000,20157.58000000,20189.83000000,5932.72824000
1664942400000,20190.66000000,20226.42000000,20074.91000000,20120.97000000,8426.99544000
1664946000000,20120.97000000,20204.43000000,20102.28000000,20198.72000000,6879.59471000
1664949600000,20198.72000000,20299.99000000,20157.00000000,20254.23000000,9868.74637000
1664953200000,20254.23000000,20285.00000000,20200.00000000,20226.58000000,10455.77647000
1664956800000,20227.20000000,20245.58000000,20003.38000000,20133.98000000,17841.23639000
1664960400000,20133.98000000,20153.07000000,20055.19000000,20089.69000000,9184.25906000
1664964000000,20089.69000000,20152.99000000,20073.61000000,20124.30000000,9898.10376000
1664967600000,20124.30000000,20131.26000000,19952.12000000,20027.43000000,12909.52725000
1664971200000,20028.74000000,20071.44000000,19960.00000000,20021.87000000,13366.51128000
1664974800000,20021.87000000,20043.37000000,19812.34000000,19920.35000000,24815.50873000
1664978400000,19920.35000000,19944.00000000,19730.00000000,19879.16000000,25814.71644000
1664982000000,19879.06000000,20023.90000000,19861.62000000,20001.70000000,15560.98861000
1664985600000,20001.70000000,20296.67000000,19950.05000000,20231.58000000,21601.51747000
1664989200000,20231.58000000,20323.24000000,20154.00000000,20164.57000000,17535.59886000
1664992800000,20165.62000000,20270.90000000,20083.82000000,20264.58000000,16374.29497000
1664996400000,20265.19000000,20350.00000000,20104.17000000,20119.47000000,17148.24003000
1665000000000,20117.31000000,20173.30000000,19975.42000000,19984.32000000,11528.70721000
1665003600000,19982.69000000,20098.99000000,19979.78000000,20051.25000000,6336.16976000
1665007200000,20050.44000000,20215.17000000,20016.85000000,20190.44000000,11709.14793000
1665010800000,20189.60000000,20200.00000000,20114.73000000,20158.26000000,8935.41331000
1665014400000,20158.26000000,20389.00000000,20140.38000000,20266.82000000,19585.37474000
1665018000000,20266.82000000,20410.69000000,20240.53000000,20369.20000000,15611.12122000
1665021600000,20369.86000000,20445.52000000,20288.18000000,20327.39000000,14852.06927000
1665025200000,20327.39000000,20394.60000000,20275.86000000,20355.69000000,10664.06600000
1665028800000,20356.08000000,20456.60000000,20322.57000000,20356.24000000,11829.59512000
1665032400000,20355.63000000,20374.59000000,20250.00000000,20301.01000000,11262.68382000
1665036000000,20301.01000000,20304.90000000,20164.23000000,20174.54000000,13707.42617000
1665039600000,20172.68000000,20250.00000000,20156.00000000,20218.43000000,12477.82313000
1665043200000,20218.43000000,20254.20000000,20102.18000000,20142.30000000,13914.68234000
1665046800000,20142.30000000,20187.33000000,20085.53000000,20099.19000000,9663.01882000
1665050400000,20098.50000000,20157.48000000,20080.01000000,20129.07000000,8558.95343000
1665054000000,20129.07000000,20257.42000000,20123.75000000,20245.22000000,12339.82822000
1665057600000,20244.46000000,20324.94000000,20159.00000000,20193.31000000,16964.34933000
1665061200000,20192.59000000,20296.00000000,20039.48000000,20111.09000000,23291.33867000
1665064800000,20110.12000000,20118.16000000,19874.81000000,20101.01000000,28661.31725000
1665068400000,20101.01000000,20120.00000000,19988.42000000,20010.00000000,16381.42240000
1665072000000,20010.00000000,20108.98000000,19946.76000000,20052.31000000,14511.49045000
1665075600000,20053.87000000,20256.00000000,20016.35000000,20112.90000000,14971.73126000
1665079200000,20112.90000000,20118.38000000,19980.82000000,20017.47000000,11670.83151000
1665082800000,20017.47000000,20064.00000000,19989.00000000,20010.62000000,11312.55691000
1665086400000,20010.62000000,20072.03000000,19996.94000000,20047.04000000,6274.04373000
1665090000000,20047.04000000,20049.00000000,19887.43000000,19909.36000000,6934.80784000
1665093600000,19910.44000000,19949.39000000,19853.00000000,19901.35000000,8423.62988000
1665097200000,19900.36000000,19976.17000000,19870.00000000,19960.67000000,6258.00869000
1665100800000,19960.67000000,20054.41000000,19940.90000000,19990.00000000,7425.95908000
1665104400000,19990.70000000,20020.00000000,19963.35000000,19992.82000000,5048.59942000
1665108000000,19992.82000000,20054.00000000,19967.74000000,20014.91000000,4967.29129000
1665111600000,20015.00000000,20032.91000000,19975.80000000,19981.88000000,4888.95453000
1665115200000,19982.86000000,20011.76000000,19937.92000000,19940.63000000,3986.34246000
1665118800000,19940.63000000,19995.62000000,19905.87000000,19968.38000000,5766.35003000
1665122400000,19969.31000000,19979.28000000,19810.00000000,19853.02000000,8895.43594000
1665126000000,19853.02000000,19947.04000000,19842.47000000,19928.00000000,7373.65691000
1665129600000,19928.00000000,20020.33000000,19913.63000000,19973.75000000,7356.40782000
1665133200000,19972.59000000,20024.70000000,19958.00000000,19978.21000000,5098.72288000
1665136800000,19978.21000000,20009.00000000,19925.22000000,19995.97000000,5398.91652000
